Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
Loamy,5.9,59.4,0.37,2.42,24.27,90.94,1508.69,6.71,12.0,Potato,Flowering,Zaid,Sprinkler,Reservoir,9.37,Yes,16.91,West,Low
Clay,6.99,32.47,1.46,1.21,12.13,37.12,1257.32,7.37,16.94,Rice,Flowering,Rabi,Canal,Rainwater,14.3,Yes,54.16,South,Low
Sandy,7.7,54.41,0.7,3.06,20.13,26.38,2209.31,7.7,12.17,Sugarcane,Harvest,Rabi,Drip,Reservoir,14.58,Yes,113.74,East,Low
Sandy,6.87,30.16,0.48,2.13,26.96,54.57,746.04,8.25,12.21,Wheat,Sowing,Zaid,Rainfed,Rainwater,14.11,Yes,106.07,East,Low
Silt,7.7,56.5,0.41,2.99,34.81,77.39,558.8,8.55,8.55,Rice,Harvest,Zaid,Canal,Groundwater,7.94,No,7.45,Central,Low
Sandy,5.7,44.29,1.24,1.7,29.08,93.26,1025.05,8.77,13.23,Maize,Vegetative,Kharif,Canal,Reservoir,10.84,No,58.22,Central,Medium
Silt,6.57,16.04,1.22,1.8,23.55,28.59,132.99,7.11,19.23,Wheat,Harvest,Zaid,Sprinkler,Reservoir,5.74,Yes,112.29,East,Medium
Sandy,6.33,45.03,1.21,1.09,31.95,80.02,754.93,6.07,6.34,Maize,Flowering,Rabi,Rainfed,Rainwater,13.86,Yes,86.3,North,Low
Sandy,4.84,18.91,1.49,1.42,31.98,50.81,209.2,10.44,4.41,Rice,Flowering,Rabi,Canal,Reservoir,13.28,Yes,60.51,South,High
Loamy,6.69,31.48,0.75,2.03,19.44,35.76,131.65,9.79,19.18,Potato,Sowing,Zaid,Canal,Groundwater,10.57,Yes,0.6,South,Low
Silt,7.05,17.71,1.03,3.32,15.11,38.46,1378.35,4.02,1.67,Maize,Harvest,Kharif,Drip,River,2.47,No,62.12,South,Low
Sandy,6.81,9.25,1.11,2.14,36.1,89.67,1770.41,7.59,16.88,Cotton,Vegetative,Rabi,Drip,River,5.56,Yes,110.4,South,Medium
Silt,7.3,20.08,1.57,0.6,27.89,81.66,1341.69,5.92,18.24,Wheat,Sowing,Rabi,Drip,Rainwater,14.03,Yes,65.42,South,Low
Loamy,6.74,38.57,0.71,0.12,17.3,46.82,176.44,8.5,4.78,Potato,Sowing,Kharif,Sprinkler,Groundwater,12.18,Yes,18.29,East,Low
Loamy,5.03,35.45,1.54,2.99,19.86,90.81,987.42,7.52,8.8,Potato,Harvest,Kharif,Drip,Groundwater,2.17,Yes,89.51,North,Low
Silt,5.2,36.59,0.49,1.34,34.99,32.37,277.38,4.15,2.9,Potato,Vegetative,Kharif,Drip,Reservoir,14.38,Yes,49.2,East,Medium
Loamy,6.83,22.12,1.29,1.17,31.6,47.58,1625.16,9.09,7.66,Rice,Flowering,Kharif,Drip,Groundwater,1.94,Yes,73.66,East,Medium
Clay,5.73,47.05,1.12,2.82,40.35,70.7,2066.02,5.93,9.42,Rice,Sowing,Zaid,Sprinkler,Rainwater,0.53,Yes,118.72,East,Low
Clay,5.07,48.14,1.36,3.31,25.95,94.96,291.76,5.82,10.44,Maize,Vegetative,Zaid,Sprinkler,River,7.21,No,111.91,North,Medium
Loamy,6.26,28.4,0.34,2.64,13.57,57.59,167.13,4.22,2.89,Maize,Sowing,Zaid,Rainfed,River,13.63,Yes,59.59,North,Low
Clay,6.68,58.23,0.4,0.69,33.01,81.75,1014.88,9.8,8.37,Wheat,Flowering,Kharif,Canal,Rainwater,2.19,No,30.57,North,Medium
Sandy,5.92,44.71,0.39,1.43,19.65,89.11,758.68,8.05,12.69,Sugarcane,Flowering,Zaid,Sprinkler,Groundwater,1.08,Yes,2.94,North,Low
Silt,7.25,48.64,1.07,2.68,21.72,25.67,651.72,7.39,10.25,Wheat,Sowing,Kharif,Rainfed,River,11.93,No,48.96,West,Low
Sandy,6.99,23.81,1.08,3.18,17.9,45.23,528.49,8.73,16.91,Potato,Harvest,Rabi,Rainfed,Rainwater,7.29,Yes,16.7,East,Low
Silt,5.93,8.03,1.48,3.5,21.27,32.03,792.31,6.42,19.05,Cotton,Flowering,Kharif,Rainfed,Groundwater,15.0,Yes,27.02,North,Medium
Loamy,7.37,57.33,0.91,1.84,36.88,79.32,2413.44,7.99,16.43,Wheat,Sowing,Kharif,Rainfed,Groundwater,2.11,Yes,85.11,South,Low
Sandy,7.01,54.88,0.39,2.9,29.3,64.69,2144.18,5.74,1.42,Maize,Sowing,Zaid,Drip,Rainwater,1.0,No,16.97,Central,Low
Loamy,6.97,15.02,0.57,0.26,15.27,31.69,1503.39,4.44,4.69,Sugarcane,Harvest,Rabi,Canal,Reservoir,4.53,Yes,117.53,West,Low
Loamy,6.68,29.32,0.31,1.07,29.6,54.45,2001.19,7.93,2.21,Sugarcane,Vegetative,Rabi,Drip,Reservoir,1.82,Yes,18.48,Central,Low
Silt,4.84,45.7,1.31,1.36,31.01,60.98,36.84,5.55,8.96,Wheat,Vegetative,Zaid,Drip,Groundwater,1.39,Yes,107.48,Central,Medium
Silt,7.17,45.17,1.36,3.42,38.54,73.84,278.64,9.25,14.61,Cotton,Sowing,Kharif,Sprinkler,Reservoir,14.95,No,40.83,East,Medium
Silt,6.08,57.04,1.6,0.11,37.79,79.56,731.15,7.16,1.13,Wheat,Sowing,Kharif,Canal,Rainwater,13.63,Yes,74.58,West,Low
Sandy,8.0,16.0,0.84,1.15,13.89,31.15,1609.75,5.75,5.71,Rice,Sowing,Zaid,Drip,Groundwater,8.05,Yes,63.98,West,Low
Clay,7.58,32.51,0.33,3.26,38.0,59.14,2208.53,8.26,2.33,Sugarcane,Sowing,Kharif,Rainfed,Rainwater,0.83,Yes,5.95,South,Low
Silt,6.8,13.54,0.61,1.14,13.53,36.28,577.85,4.82,8.5,Rice,Sowing,Rabi,Rainfed,Rainwater,12.74,No,93.04,Central,Low
Silt,5.66,30.21,1.06,0.87,16.62,77.73,348.01,9.33,18.54,Cotton,Harvest,Kharif,Sprinkler,River,5.7,Yes,20.37,East,Low
Sandy,5.49,8.86,1.55,2.58,15.35,71.04,2119.8,7.17,8.55,Cotton,Harvest,Rabi,Drip,River,11.01,No,24.28,East,Low
Silt,5.96,59.2,0.43,2.63,17.45,75.61,1022.84,9.69,12.88,Maize,Vegetative,Rabi,Canal,River,11.21,Yes,62.15,South,Low
Sandy,6.42,38.04,0.46,1.71,36.1,30.25,1748.77,4.97,8.05,Wheat,Sowing,Rabi,Rainfed,Rainwater,13.27,Yes,2.62,Central,Low
Loamy,5.81,56.44,1.21,3.32,32.58,60.72,1370.07,6.68,14.76,Wheat,Vegetative,Rabi,Drip,Reservoir,14.98,No,84.34,East,Medium
Silt,6.55,11.41,1.17,0.79,32.61,83.84,439.78,5.26,14.99,Potato,Flowering,Rabi,Rainfed,Reservoir,13.71,No,27.35,North,High
Silt,5.36,20.97,0.63,3.21,39.66,74.93,1751.44,4.43,3.19,Wheat,Sowing,Zaid,Canal,River,11.63,No,63.25,West,Medium
Loamy,8.12,22.78,1.36,2.67,23.76,85.32,1051.95,10.69,13.24,Rice,Vegetative,Zaid,Sprinkler,Reservoir,5.36,Yes,20.02,Central,Medium
Loamy,5.17,30.04,0.47,1.35,12.1,39.43,719.37,9.09,8.03,Potato,Harvest,Kharif,Rainfed,Groundwater,13.51,Yes,83.55,East,Low
Loamy,7.97,53.76,1.5,2.84,31.19,45.08,2256.75,6.28,17.27,Cotton,Vegetative,Rabi,Canal,Reservoir,4.58,Yes,1.77,South,Medium
Silt,7.91,30.03,0.56,0.55,38.04,55.89,14.96,5.72,3.58,Potato,Flowering,Kharif,Rainfed,Reservoir,9.84,No,40.1,Central,Medium
Clay,6.59,19.67,0.41,0.55,41.29,61.63,1012.17,5.43,18.0,Cotton,Flowering,Rabi,Sprinkler,River,14.81,No,57.82,East,High
Clay,7.26,11.7,0.74,3.26,22.92,42.65,751.28,4.3,10.47,Potato,Flowering,Rabi,Rainfed,Groundwater,13.53,Yes,20.3,South,Medium
Clay,6.28,12.53,0.54,0.42,36.66,51.69,136.2,4.72,5.48,Rice,Harvest,Rabi,Rainfed,Groundwater,8.51,Yes,0.11,West,Medium
Silt,6.94,51.32,0.99,0.11,37.48,73.09,201.06,4.72,7.03,Wheat,Sowing,Zaid,Drip,Reservoir,2.03,No,107.71,Central,Medium
Loamy,5.96,33.35,1.19,1.42,16.33,70.18,430.72,8.66,0.6,Wheat,Sowing,Zaid,Drip,Reservoir,11.88,No,100.7,West,Low
Silt,5.82,49.39,0.94,0.45,30.94,32.73,1262.5,8.16,19.02,Rice,Harvest,Rabi,Drip,Rainwater,8.62,No,5.88,East,Low
Loamy,6.77,46.89,1.16,3.03,17.19,94.0,706.61,7.98,4.89,Potato,Sowing,Kharif,Rainfed,River,8.85,Yes,91.18,South,Low
Silt,6.49,15.72,0.77,3.24,25.4,64.39,2094.65,9.14,18.24,Potato,Flowering,Rabi,Canal,Rainwater,8.27,Yes,30.48,North,Medium
Silt,6.77,16.14,0.34,1.74,38.38,58.85,599.94,5.76,17.13,Maize,Vegetative,Kharif,Canal,Rainwater,5.15,Yes,3.92,West,Medium
Loamy,5.77,51.05,1.57,1.55,35.68,92.71,1800.55,6.4,7.31,Maize,Harvest,Zaid,Sprinkler,River,2.02,Yes,63.55,East,Low
Clay,6.05,49.11,1.37,1.93,29.11,34.82,525.94,4.89,4.61,Potato,Vegetative,Zaid,Drip,Groundwater,4.49,Yes,109.81,South,Low
Loamy,5.09,29.55,0.4,0.87,36.26,63.06,106.38,8.11,8.82,Potato,Flowering,Rabi,Drip,Groundwater,12.05,Yes,24.93,North,Medium
Sandy,4.98,12.41,0.88,1.11,16.58,81.36,661.55,10.53,18.7,Wheat,Harvest,Kharif,Rainfed,Groundwater,1.37,No,21.24,West,Medium
Sandy,5.66,8.69,1.13,0.44,17.85,52.92,2093.92,10.04,17.17,Wheat,Harvest,Rabi,Sprinkler,River,9.98,No,109.88,West,Medium
Loamy,5.05,24.42,0.55,1.62,18.27,76.54,205.63,7.88,10.03,Rice,Harvest,Kharif,Rainfed,Groundwater,4.97,No,20.0,Central,Medium
Silt,5.15,8.53,1.05,2.18,35.28,87.94,861.24,8.51,11.14,Sugarcane,Sowing,Zaid,Canal,Reservoir,5.03,No,1.24,East,Medium
Sandy,7.56,21.11,0.99,3.26,38.73,43.32,20.04,10.95,8.47,Cotton,Vegetative,Zaid,Drip,Rainwater,7.99,No,102.99,West,High
Sandy,4.93,31.91,0.57,2.61,28.89,41.9,1575.61,7.62,18.92,Wheat,Vegetative,Rabi,Rainfed,Groundwater,6.1,No,5.51,North,Medium
Silt,7.04,14.92,0.48,2.56,40.74,50.25,2356.9,10.09,19.78,Potato,Vegetative,Rabi,Sprinkler,Reservoir,12.5,Yes,34.21,Central,Medium
Silt,5.73,13.94,1.29,1.15,33.84,54.29,960.92,7.5,6.14,Wheat,Vegetative,Zaid,Rainfed,Reservoir,13.17,No,30.76,East,Medium
Clay,7.76,59.1,0.72,3.12,28.91,32.77,1442.29,4.34,19.02,Sugarcane,Sowing,Rabi,Rainfed,Groundwater,12.11,No,78.17,West,Low
Silt,6.45,41.37,0.62,3.32,30.35,41.19,1130.71,10.54,19.03,Maize,Sowing,Rabi,Drip,Groundwater,13.77,Yes,27.82,South,Low
Loamy,5.84,61.26,1.26,3.27,37.49,86.13,2433.33,4.78,9.73,Cotton,Sowing,Rabi,Rainfed,River,7.98,No,44.25,West,Low
Loamy,6.56,27.71,1.26,0.23,14.71,64.66,1840.0,8.93,8.59,Sugarcane,Vegetative,Rabi,Canal,Rainwater,5.29,No,85.67,South,Low
Clay,6.1,46.6,0.66,2.15,17.04,43.75,110.56,5.67,17.45,Rice,Sowing,Zaid,Drip,Rainwater,4.07,Yes,59.56,West,Low
Sandy,6.72,19.67,1.43,2.29,19.99,91.05,271.81,10.31,18.89,Maize,Vegetative,Zaid,Canal,River,12.41,No,79.59,Central,High
Sandy,5.19,43.25,1.19,1.1,38.84,79.2,1176.2,5.4,8.35,Cotton,Sowing,Kharif,Drip,Reservoir,4.29,No,20.14,North,Low
Silt,8.19,15.39,0.75,3.47,40.35,50.37,1579.36,4.98,10.1,Maize,Vegetative,Rabi,Rainfed,Groundwater,10.52,Yes,113.87,North,Medium
Loamy,6.25,8.12,0.86,1.09,22.69,78.58,725.99,7.07,7.02,Sugarcane,Flowering,Rabi,Rainfed,Reservoir,5.44,Yes,62.91,West,Medium
Sandy,5.98,61.1,1.24,0.84,39.72,66.72,1686.61,7.48,4.57,Cotton,Sowing,Zaid,Canal,River,8.08,Yes,1.64,North,Low
Clay,7.21,39.63,0.58,1.75,28.41,72.87,1441.31,9.73,19.93,Wheat,Flowering,Zaid,Rainfed,Groundwater,12.8,Yes,44.03,East,Low
Clay,6.04,60.84,0.91,1.2,26.2,47.5,1087.73,9.34,4.18,Rice,Harvest,Rabi,Drip,Groundwater,2.72,Yes,88.7,North,Low
Loamy,7.63,27.03,1.15,3.24,36.98,39.66,1455.74,6.3,16.38,Maize,Sowing,Kharif,Sprinkler,River,4.8,No,43.07,West,Low
Clay,6.34,26.68,1.0,1.6,28.38,42.75,2291.16,6.69,8.7,Potato,Flowering,Zaid,Rainfed,Reservoir,1.4,Yes,55.7,South,Low
Clay,7.25,30.84,1.09,1.49,25.63,30.86,608.01,8.04,2.13,Rice,Flowering,Kharif,Rainfed,Reservoir,5.59,Yes,20.66,North,Low
Loamy,5.17,48.24,1.01,2.23,12.48,57.97,1978.03,7.86,6.84,Maize,Flowering,Rabi,Drip,Groundwater,10.56,No,29.24,North,Low
Silt,7.68,40.25,0.56,0.38,12.39,53.44,29.89,10.03,2.12,Maize,Harvest,Kharif,Sprinkler,Groundwater,8.48,Yes,3.63,West,Low
Silt,7.3,60.75,0.83,2.67,30.83,25.18,212.0,7.31,19.65,Potato,Sowing,Zaid,Sprinkler,Rainwater,5.33,Yes,64.08,South,Medium
Clay,5.52,9.45,0.99,2.71,14.2,84.95,2374.21,10.25,5.67,Maize,Harvest,Rabi,Rainfed,River,6.73,Yes,69.87,East,Low
Silt,5.29,48.37,1.31,1.71,34.11,72.73,1744.32,5.44,15.05,Rice,Vegetative,Rabi,Drip,Groundwater,3.67,No,15.5,West,Medium
Silt,5.88,26.83,1.15,3.35,30.67,56.27,1583.29,10.07,8.8,Wheat,Vegetative,Rabi,Sprinkler,River,9.65,No,40.92,East,Medium
Clay,8.12,18.27,0.85,2.07,25.73,92.69,835.14,6.13,13.75,Maize,Vegetative,Kharif,Drip,Rainwater,2.7,Yes,55.73,West,Medium
Silt,5.67,37.09,1.57,2.46,33.29,90.84,460.84,9.52,5.47,Sugarcane,Harvest,Kharif,Rainfed,Rainwater,4.39,No,118.16,Central,Low
Clay,6.35,36.79,0.44,3.24,41.79,31.66,949.79,7.96,2.34,Potato,Sowing,Rabi,Rainfed,Reservoir,10.84,Yes,49.41,South,Low
Sandy,4.9,15.81,0.57,2.37,19.39,68.06,1495.98,10.13,16.27,Sugarcane,Vegetative,Zaid,Sprinkler,Reservoir,4.93,Yes,35.68,South,Medium
Loamy,6.15,19.51,0.74,1.57,28.71,82.19,1585.95,5.62,14.48,Potato,Harvest,Rabi,Rainfed,Groundwater,11.25,No,64.23,South,Medium
Loamy,6.74,31.27,0.6,0.18,37.29,37.11,423.88,8.91,2.63,Rice,Sowing,Kharif,Canal,Reservoir,2.27,Yes,77.77,North,Low
Silt,8.04,31.3,1.11,2.58,12.51,33.96,1113.75,9.94,14.75,Rice,Vegetative,Rabi,Sprinkler,Groundwater,10.69,Yes,59.37,North,Low
Silt,6.56,26.1,0.35,3.38,18.11,43.18,1416.9,9.44,12.15,Sugarcane,Flowering,Zaid,Sprinkler,River,7.25,No,51.55,North,Medium
Silt,7.58,16.47,0.53,1.7,27.63,44.58,2399.9,7.96,3.84,Potato,Harvest,Kharif,Sprinkler,Rainwater,7.82,No,69.56,Central,Low
Loamy,6.66,8.25,0.68,1.26,28.57,92.55,1373.56,8.73,16.6,Wheat,Flowering,Kharif,Drip,Reservoir,7.17,Yes,64.94,North,Medium
Sandy,4.94,63.3,1.19,1.87,14.59,79.63,1451.5,5.38,14.13,Wheat,Harvest,Rabi,Drip,Groundwater,4.14,Yes,37.92,South,Low
Sandy,5.87,61.78,1.44,2.58,24.22,29.18,1912.97,5.52,10.38,Cotton,Flowering,Rabi,Sprinkler,Groundwater,9.75,Yes,51.38,East,Low
Loamy,6.76,35.57,1.34,0.1,27.59,80.05,1047.28,5.87,3.98,Maize,Harvest,Kharif,Canal,Rainwater,4.95,No,40.72,Central,Low
Sandy,8.03,64.72,0.54,3.12,24.69,36.87,959.67,9.8,11.03,Potato,Harvest,Zaid,Canal,Groundwater,6.86,No,54.84,South,Low
Loamy,7.72,46.4,1.04,3.11,33.02,50.01,1477.27,5.17,3.67,Sugarcane,Sowing,Rabi,Canal,Reservoir,4.43,No,101.55,South,Low
Sandy,5.58,11.92,0.34,1.94,35.14,47.3,1958.27,6.09,4.09,Potato,Flowering,Rabi,Sprinkler,Reservoir,5.89,Yes,61.41,West,Medium
Clay,5.55,14.71,0.7,0.52,25.81,44.07,1593.95,10.44,5.21,Rice,Harvest,Kharif,Rainfed,Rainwater,0.34,No,44.16,North,Low
Clay,5.48,60.22,1.35,2.38,24.77,46.61,465.33,9.29,13.26,Sugarcane,Flowering,Zaid,Drip,Rainwater,7.68,Yes,107.8,Central,Low
Loamy,7.94,43.91,0.89,0.57,33.16,77.79,994.25,9.13,13.75,Sugarcane,Vegetative,Kharif,Drip,Reservoir,7.8,No,38.46,North,Medium
Sandy,7.7,56.06,0.49,1.83,28.66,43.66,1281.49,7.19,1.92,Rice,Sowing,Zaid,Rainfed,River,8.01,Yes,66.54,South,Low
Silt,7.43,59.2,0.87,0.42,38.11,81.05,1309.36,8.92,13.19,Sugarcane,Harvest,Kharif,Canal,Groundwater,7.4,No,59.11,East,Low
Sandy,6.14,33.53,0.56,2.1,26.43,31.37,848.99,7.96,1.17,Potato,Vegetative,Kharif,Canal,Groundwater,6.56,No,112.2,West,Low
Clay,6.51,10.77,0.81,1.18,29.23,66.66,1306.04,4.5,18.15,Wheat,Flowering,Zaid,Canal,Groundwater,10.07,Yes,42.28,North,Medium
Clay,6.38,18.73,0.93,2.93,15.86,85.41,1682.44,8.04,15.68,Maize,Flowering,Kharif,Canal,Reservoir,3.26,No,84.41,West,Medium
Sandy,5.66,11.79,0.75,2.82,37.08,30.55,1169.93,7.17,14.63,Wheat,Vegetative,Rabi,Canal,Reservoir,8.75,Yes,76.8,South,Medium
Sandy,6.52,18.76,1.52,3.49,24.67,69.44,1128.37,4.8,5.16,Sugarcane,Harvest,Rabi,Sprinkler,River,13.53,No,0.24,Central,Low
Silt,4.9,31.4,1.03,0.98,33.57,60.81,2003.96,6.41,19.76,Wheat,Sowing,Rabi,Rainfed,Groundwater,2.06,No,85.93,South,Low
Silt,5.25,14.74,1.4,0.31,24.88,48.24,1892.1,10.26,18.52,Cotton,Sowing,Rabi,Canal,Groundwater,2.54,Yes,73.29,Central,Low
Sandy,7.81,17.5,1.29,1.61,12.03,32.05,1056.01,9.63,10.05,Sugarcane,Vegetative,Zaid,Rainfed,Rainwater,13.03,No,46.32,South,Medium
Sandy,7.36,33.41,1.16,0.38,24.01,72.35,2490.03,10.4,1.18,Cotton,Vegetative,Kharif,Sprinkler,Rainwater,13.63,Yes,102.51,East,Low
Sandy,6.24,27.39,0.95,0.71,16.43,46.66,166.18,9.02,10.47,Potato,Sowing,Zaid,Drip,Rainwater,11.61,Yes,22.62,North,Low
Sandy,6.56,34.66,0.3,2.13,23.96,48.72,814.99,8.43,3.5,Wheat,Flowering,Rabi,Rainfed,Reservoir,1.33,Yes,99.86,North,Low
Loamy,6.06,32.46,1.1,2.11,21.64,75.23,92.08,4.97,12.06,Potato,Flowering,Kharif,Rainfed,River,1.82,No,119.49,Central,Medium
Sandy,7.32,44.74,0.76,0.25,18.08,91.17,2098.67,4.75,19.74,Rice,Sowing,Kharif,Rainfed,Reservoir,13.15,No,53.49,Central,Low
Silt,7.47,61.42,0.45,1.61,15.71,48.35,1889.08,5.73,15.26,Maize,Vegetative,Zaid,Sprinkler,Rainwater,14.97,Yes,54.27,Central,Low
Clay,7.4,14.15,0.88,1.9,33.86,77.27,1709.19,6.2,6.78,Rice,Flowering,Zaid,Canal,River,12.55,Yes,99.36,West,Medium
Loamy,7.26,13.66,1.26,1.01,34.65,91.96,536.18,8.25,8.19,Cotton,Harvest,Zaid,Canal,Rainwater,14.1,Yes,67.35,East,Low
Sandy,5.5,56.61,1.55,3.06,19.95,31.85,1769.3,10.14,18.92,Potato,Sowing,Rabi,Canal,Reservoir,13.85,No,47.15,South,Low
Clay,5.95,36.86,0.79,0.65,26.86,62.04,888.28,10.24,2.65,Rice,Harvest,Kharif,Drip,Rainwater,4.31,No,49.6,North,Low
Loamy,6.4,51.69,1.01,0.96,25.92,25.78,2171.42,8.78,17.86,Cotton,Flowering,Zaid,Rainfed,Reservoir,6.66,Yes,10.67,East,Low
Clay,5.92,20.28,1.41,0.63,22.66,82.76,498.75,8.02,1.95,Rice,Harvest,Zaid,Drip,River,12.89,Yes,61.57,Central,Low
Sandy,7.37,55.25,0.73,0.5,20.33,45.08,544.6,5.71,8.59,Maize,Harvest,Zaid,Drip,Reservoir,6.38,Yes,24.1,East,Low
Sandy,5.92,60.66,0.48,3.09,17.58,48.29,2401.47,10.57,15.04,Sugarcane,Vegetative,Rabi,Rainfed,Rainwater,4.93,Yes,84.02,East,Low
Silt,5.27,44.22,0.67,1.04,38.19,73.11,1292.55,8.7,8.2,Maize,Flowering,Rabi,Canal,River,1.45,Yes,95.26,South,Low
Sandy,6.16,14.04,1.47,2.56,37.0,80.24,1115.96,7.73,11.64,Wheat,Harvest,Kharif,Rainfed,River,4.55,No,56.55,Central,Medium
Sandy,8.13,59.03,0.51,1.56,24.52,53.0,879.37,4.73,10.07,Potato,Harvest,Rabi,Rainfed,Groundwater,14.76,No,39.4,East,Low
Loamy,5.57,53.17,0.73,2.26,33.64,71.59,2078.03,9.78,12.29,Wheat,Sowing,Rabi,Canal,River,13.96,Yes,72.47,West,Low
Silt,6.88,50.8,0.9,3.26,26.95,91.94,881.77,6.44,3.83,Rice,Vegetative,Zaid,Drip,Reservoir,12.69,No,1.04,South,Low
Loamy,6.27,10.09,1.4,2.97,14.56,87.08,890.39,10.3,11.77,Maize,Sowing,Kharif,Canal,Rainwater,11.46,No,69.27,West,Medium
Clay,5.04,53.54,1.52,0.33,36.67,74.09,308.34,5.18,19.75,Wheat,Sowing,Kharif,Canal,River,4.26,No,82.34,West,Low
Sandy,6.46,15.86,0.85,2.97,18.58,91.01,1301.82,4.34,4.28,Sugarcane,Flowering,Zaid,Canal,River,4.11,Yes,28.82,North,Medium
Clay,7.19,20.68,1.51,1.64,33.2,86.32,2309.37,7.04,1.81,Rice,Harvest,Kharif,Sprinkler,River,7.61,No,94.07,East,Medium
Loamy,6.54,40.9,0.51,1.29,27.82,76.03,2393.85,4.55,8.14,Cotton,Harvest,Zaid,Rainfed,River,8.59,Yes,76.35,West,Low
Sandy,7.77,23.1,0.5,2.39,32.72,89.21,2488.79,4.43,7.8,Rice,Sowing,Kharif,Canal,Groundwater,6.23,No,55.08,East,Medium
Sandy,5.78,45.7,1.53,3.33,26.14,82.22,1182.68,9.0,2.95,Maize,Sowing,Zaid,Drip,Rainwater,8.53,Yes,3.74,West,Low
Loamy,5.09,42.66,0.96,0.42,33.08,60.16,1937.37,5.8,11.64,Maize,Harvest,Zaid,Rainfed,River,7.34,No,3.4,Central,Low
Loamy,7.98,14.16,0.54,2.71,12.98,60.16,1381.34,8.47,9.03,Sugarcane,Harvest,Kharif,Canal,River,9.37,No,8.9,Central,Low
Loamy,6.09,45.39,0.93,0.79,13.23,25.62,1369.89,8.0,16.82,Rice,Harvest,Rabi,Sprinkler,Reservoir,8.04,Yes,71.62,Central,Low
Loamy,6.76,60.67,1.32,1.39,38.89,27.12,2015.6,4.99,8.75,Rice,Harvest,Zaid,Rainfed,Groundwater,3.5,Yes,74.08,East,Low
Loamy,7.49,17.18,1.37,3.07,34.49,77.24,2088.39,6.7,19.72,Potato,Harvest,Rabi,Sprinkler,Reservoir,8.06,No,75.35,West,Medium
Sandy,5.9,42.03,1.42,1.96,36.85,63.83,49.48,4.46,15.71,Maize,Flowering,Zaid,Rainfed,Reservoir,8.07,No,3.28,East,High
Loamy,7.23,27.49,1.04,0.33,25.7,78.27,2356.97,6.95,10.01,Rice,Flowering,Rabi,Rainfed,Reservoir,1.22,No,77.61,South,Medium
Sandy,5.26,34.2,1.43,1.83,25.79,91.48,2057.46,5.28,11.27,Wheat,Flowering,Rabi,Rainfed,Groundwater,4.14,No,45.56,North,Medium
Sandy,5.79,24.36,0.96,2.78,28.02,56.68,1802.77,4.67,17.4,Wheat,Harvest,Kharif,Sprinkler,River,9.11,No,72.75,North,Medium
Loamy,5.29,28.19,1.09,1.9,19.31,31.19,2130.08,6.22,15.6,Rice,Harvest,Zaid,Canal,Rainwater,6.47,Yes,99.39,North,Low
Loamy,7.56,9.65,1.29,0.67,34.01,68.86,1343.16,4.02,13.33,Wheat,Vegetative,Kharif,Sprinkler,Reservoir,12.09,Yes,3.01,South,Medium
Silt,5.56,63.95,0.85,1.61,36.88,31.98,1933.16,9.3,5.7,Maize,Flowering,Zaid,Rainfed,Groundwater,1.21,Yes,102.4,West,Low
Sandy,7.24,43.61,0.4,3.24,39.22,68.49,1496.62,5.11,8.5,Cotton,Flowering,Zaid,Drip,River,2.17,No,44.13,East,Medium
Loamy,8.01,36.54,0.76,2.34,27.51,61.94,1357.33,8.38,15.85,Rice,Vegetative,Rabi,Sprinkler,Groundwater,14.74,Yes,68.84,Central,Low
Loamy,6.59,29.87,1.11,2.58,24.44,74.86,529.02,9.83,12.74,Potato,Vegetative,Zaid,Canal,River,9.54,No,92.68,South,Medium
Loamy,6.64,38.74,0.55,2.77,36.93,49.57,2118.54,10.42,19.15,Sugarcane,Flowering,Kharif,Canal,River,9.21,No,85.8,East,Medium
Silt,6.37,29.67,0.49,0.41,34.58,35.07,2209.68,7.9,17.52,Rice,Flowering,Rabi,Drip,River,11.57,Yes,1.92,West,Medium
Silt,5.91,28.51,0.68,2.08,38.02,41.53,2427.98,9.52,8.83,Maize,Flowering,Rabi,Sprinkler,River,5.05,Yes,54.36,South,Low
Clay,6.42,34.44,0.34,1.38,31.67,72.85,301.1,7.18,6.23,Sugarcane,Sowing,Rabi,Drip,Rainwater,9.96,No,96.77,Central,Low
Sandy,6.85,23.73,1.27,0.57,38.5,58.47,728.94,7.43,2.92,Sugarcane,Flowering,Zaid,Canal,Rainwater,6.98,No,25.11,East,Medium
Clay,8.15,18.26,0.64,0.79,14.67,62.86,1713.51,7.83,8.45,Cotton,Flowering,Rabi,Rainfed,River,5.62,No,108.9,South,Medium
Loamy,7.99,39.73,0.46,2.76,32.39,47.61,2138.07,8.69,4.92,Rice,Flowering,Zaid,Sprinkler,River,2.81,Yes,56.0,South,Low
Silt,7.73,56.04,1.21,0.65,14.66,83.57,1878.26,8.69,0.83,Rice,Vegetative,Zaid,Sprinkler,River,1.53,Yes,98.39,East,Low
Silt,7.82,16.71,1.4,1.16,34.47,94.96,1138.98,9.5,3.2,Sugarcane,Sowing,Kharif,Rainfed,River,0.53,No,102.53,East,Medium
